"","ID","ch","sex","stage","tail","stream","trout"
"4819","GP999002018052276","000000000000000000000000000000000000010000000000000000000000000000000000","U","L","Damaged","Zigzag","Absent"
"4820","GP999002018052283","000000000000000000000000000000000000010000000000000000010000000000000000","U","L","Full","Zigzag","Absent"
"4821","GP999002018052292","000000000000000000000000000000000000010000000000000000000000000000000000","U","L","Damaged","Zigzag","Absent"
"4822","GP999002018052294","000000000000000000000000000000000000010000000000000000000000000000001000","U","M","Full","Zigzag","Absent"
"4823","GP999002018052734","000000000000000000000000000000000000001000000000000000000000000000000000","U","L","Damaged","Zigzag","Absent"
"4824","GP999002018052744","000000000000000000000000000000000000001000000000000000000000000000000000","M","A","Damaged","Zigzag","Absent"
"4825","GP999002018052759","000000000000000000000000000000000000001000000000000000000000000000000000","F","A","Full","Zigzag","Absent"
"4826","GP999002018052762","000000000000000000000000000000000000001000000000000000000000000000000000","U","L","Damaged","Zigzag","Absent"
"4827","GP999002018052778","000000000000000000000000000000000000001000000000000000000000000000000000","M","A","Full","Zigzag","Absent"
"4828","GP999002018052781","000000000000000000000000000000000000001000000000000000001100000000000000","F","A","Full","Zigzag","Absent"
"4829","GP999002018052782","000000000000000000000000000000000000001100000000000000000000000000000000","F","A","Full","Zigzag","Absent"
"4830","GP999002018052795","000000000000000000000000000000000000001000000000000000000000000000000000","M","A","Full","Zigzag","Absent"
"4831","GP999002018052001","000000000000000000000000000000000000000100000000000000000000000000000000","F","A","Full","Zigzag","Absent"
"4832","GP999002018052004","000000000000000000000000000000000000000100000000000000000000000000000000","U","L","Damaged","Zigzag","Absent"
"4833","GP999002018052007","000000000000000000000000000000000000000100000000000000000000000000000010","F","A","Full","Zigzag","Absent"
"4834","GP999002018052011","000000000000000000000000000000000000000100000000000000000000000000000000","M","A","Damaged","Zigzag","Absent"
"4835","GP999002018052013","000000000000000000000000000000000000000100000000000000000000000000000000","U","L","Damaged","Zigzag","Absent"
"4836","GP999002018052015","000000000000000000000000000000000000000100000000000000000000000000000000","U","L","Damaged","Zigzag","Absent"
"4837","GP999002018052016","000000000000000000000000000000000000000110000000000000000000000000000000","U","L","Full","Zigzag","Absent"
"4838","GP999002018052031","000000000000000000000000000000000000000100000000000000000000000000000000","M","A","Full","Zigzag","Absent"
"4839","GP999002018052033","000000000000000000000000000000000000000100000000000000000000000000000000","F","A","Damaged","Zigzag","Absent"
"4840","GP999002018052036","000000000000000000000000000000000000000100000000000000000000000000000000","U","L","Full","Zigzag","Absent"
"4841","GP999002018052045","000000000000000000000000000000000000000100000000000000000000000100000000","M","A","Damaged","Zigzag","Absent"
"4842","GP999002018052050","000000000000000000000000000000000000000100000000000000000000000000000000","M","A","Damaged","Zigzag","Absent"
"4843","GP999002018052059","000000000000000000000000000000000000000100000000000000000000000000000000","U","L","Damaged","Zigzag","Absent"
"4844","GP999002018052064","000000000000000000000000000000000000000100000000000000000000000000000000","U","L","Damaged","Zigzag","Absent"
"4845","GP999002018052068","000000000000000000000000000000000000000100000000000000000000000000000000","M","A","Full","Zigzag","Absent"
"4846","GP999002018052071","000000000000000000000000000000000000000100000000000000000000000000000000","U","L","Damaged","Zigzag","Absent"
"4847","GP999002018052079","000000000000000000000000000000000000000100000000000000000000000000000000","U","L","Damaged","Zigzag","Absent"
"4848","GP999002018052902","000000000000000000000000000000000000000011000000000000000000000000000000","U","A","Full","Zigzag","Absent"
"4849","GP999002018052903","000000000000000000000000000000000000000010000000000000000000000000000000","M","A","Damaged","Zigzag","Absent"
"4850","GP999002018052905","000000000000000000000000000000000000000010100000000000000000000000000000","U","L","Full","Zigzag","Absent"
"4851","GP999002018052910","000000000000000000000000000000000000000010000000000000000000000000000000","U","L","Damaged","Zigzag","Absent"
"4852","GP999002018052912","000000000000000000000000000000000000000010000000000100000000000000000000","U","L","Full","Zigzag","Absent"
"4853","GP999002018052915","000000000000000000000000000000000000000010000000000000000000000000000000","U","L","Full","Zigzag","Absent"
"4854","GP999002018052917","000000000000000000000000000000000000000010000000000000000000000000000000","U","L","Damaged","Zigzag","Absent"
"4855","GP999002018052920","000000000000000000000000000000000000000011000000000000000000000000000000","M","A","Damaged","Zigzag","Absent"
"4856","GP999002018052925","000000000000000000000000000000000000000010000000000000000000000000000000","M","A","Damaged","Zigzag","Absent"
"4857","GP999002018052926","000000000000000000000000000000000000000010000000001000001000000000000000","F","A","Full","Zigzag","Absent"
"4858","GP999002018052928","000000000000000000000000000000000000000010000000000000000000000000000000","U","L","Full","Zigzag","Absent"
"4859","GP999002018052930","000000000000000000000000000000000000000010000000000000000000000000000000","M","A","Damaged","Zigzag","Absent"
"4860","GP999002018052932","000000000000000000000000000000000000000010000000000000000000000000000000","M","A","Full","Zigzag","Absent"
"4861","GP999002018052934","000000000000000000000000000000000000000010000000000000000000000000000000","F","A","Damaged","Zigzag","Absent"
"4862","GP999002018052936","000000000000000000000000000000000000000010000000000000000000000000000000","F","A","Damaged","Zigzag","Absent"
"4863","GP999002018052939","000000000000000000000000000000000000000010000000000000001010000000000000","U","L","Full","Zigzag","Absent"
"4864","GP999002018052944","000000000000000000000000000000000000000010000000000000000000000000000000","U","L","Full","Zigzag","Absent"
"4865","GP999002018052949","000000000000000000000000000000000000000010000000000000000000000000000000","U","L","Damaged","Zigzag","Absent"
"4866","GP999002018052953","000000000000000000000000000000000000000010000000000000000000000000000000","U","L","Damaged","Zigzag","Absent"
"4867","GP999002018052954","000000000000000000000000000000000000000010000000000000000000000000000000","F","A","Full","Zigzag","Absent"
"4868","GP999002018052961","000000000000000000000000000000000000000010000000000000000000000000000000","U","L","Damaged","Zigzag","Absent"
"4869","GP999002018052963","000000000000000000000000000000000000000010000000000000000000000000000000","U","L","Full","Zigzag","Absent"
"4870","GP999002018052966","000000000000000000000000000000000000000010000000000000000000000000000000","F","A","Damaged","Zigzag","Absent"
"4871","GP999002018052972","000000000000000000000000000000000000000010000000000000000000000000000000","U","L","Full","Zigzag","Absent"
"4872","GP999002018052974","000000000000000000000000000000000000000010000000000010000000000000000000","U","L","Full","Zigzag","Absent"
"4873","GP999002018052976","000000000000000000000000000000000000000010010000000000000000000000000000","M","A","Full","Zigzag","Absent"
"4874","GP999002018052977","000000000000000000000000000000000000000010110000000000000000000000000000","U","A","Full","Zigzag","Absent"
"4875","GP999002018052980","000000000000000000000000000000000000000010000000000000000000000000000000","F","A","Full","Zigzag","Absent"
"4876","GP999002018052981","000000000000000000000000000000000000000010000100000000000000000000000000","U","L","Full","Zigzag","Absent"
"4877","GP999002018052983","000000000000000000000000000000000000000010000000000000000000000000000000","U","L","Full","Zigzag","Absent"
"4878","GP999002018052998","000000000000000000000000000000000000000010000000000000000000000000000000","U","L","Damaged","Zigzag","Absent"
"4879","GP999002018052999","000000000000000000000000000000000000000011000000000000000000000000000000","M","A","Full","Zigzag","Absent"
"4880","GP999002018052802","000000000000000000000000000000000000000001000000000000000000000000000000","U","L","Full","Zigzag","Absent"
"4881","GP999002018052803","000000000000000000000000000000000000000001000000000000000000000000000000","U","L","Damaged","Zigzag","Absent"
"4882","GP999002018052806","000000000000000000000000000000000000000001000000000000000000000000000000","M","A","Damaged","Zigzag","Absent"
"4883","GP999002018052807","000000000000000000000000000000000000000001000000000000000000000000000000","U","L","Full","Zigzag","Absent"
"4884","GP999002018052815","000000000000000000000000000000000000000001000000000000000000000000000000","F","A","Damaged","Zigzag","Absent"
"4885","GP999002018052821","000000000000000000000000000000000000000001000000001100000000000000000000","U","L","Full","Zigzag","Absent"
"4886","GP999002018052826","000000000000000000000000000000000000000001000000000000000000000000000000","U","L","Full","Zigzag","Absent"
"4887","GP999002018052836","000000000000000000000000000000000000000001000000000000000000000000000000","U","L","Full","Zigzag","Absent"
"4888","GP999002018052839","000000000000000000000000000000000000000001000000000000000000000000000000","U","L","Full","Zigzag","Absent"
"4889","GP999002018052846","000000000000000000000000000000000000000001000000000000000000000000000000","F","A","Damaged","Zigzag","Absent"
"4890","GP999002018052847","000000000000000000000000000000000000000001000000000000000000000000000000","F","A","Full","Zigzag","Absent"
"4891","GP999002018052849","000000000000000000000000000000000000000001000000000000000000000000000000","U","L","Full","Zigzag","Absent"
"4892","GP999002018052859","000000000000000000000000000000000000000001000000000000000000000000000000","U","L","Damaged","Zigzag","Absent"
"4893","GP999002018052863","000000000000000000000000000000000000000001000000000000000000000000000000","U","L","Damaged","Zigzag","Absent"
"4894","GP999002018052865","000000000000000000000000000000000000000001010000000000000000000000000000","U","L","Full","Zigzag","Absent"
"4895","GP999002018052878","000000000000000000000000000000000000000001000000000000000000000000000000","U","L","Full","Zigzag","Absent"
"4896","GP999002018052880","000000000000000000000000000000000000000001000000000000000000000000000000","U","L","Damaged","Zigzag","Absent"
"4897","GP999002018052882","000000000000000000000000000000000000000001000000000000000000000000000000","U","L","Damaged","Zigzag","Absent"
"4898","GP999002018052885","000000000000000000000000000000000000000001000000000000000000000000000000","U","L","Damaged","Zigzag","Absent"
"4899","GP999002018052888","000000000000000000000000000000000000000001000000000000000000000000000000","U","L","Full","Zigzag","Absent"
"4900","GP999002018052889","000000000000000000000000000000000000000001000000000000000000000000000000","F","A","Damaged","Zigzag","Absent"
"4901","GP999002018052890","000000000000000000000000000000000000000001000000000000000000000000000000","U","L","Damaged","Zigzag","Absent"
"4902","GP999002018052893","000000000000000000000000000000000000000001001000000000000000000000000000","M","A","Full","Zigzag","Absent"
"4903","GP999002018052894","000000000000000000000000000000000000000001000000000000000000000000000000","U","L","Damaged","Zigzag","Absent"
"4904","GP999002018052899","000000000000000000000000000000000000000001000000000000000000000000000000","U","L","Damaged","Zigzag","Absent"
"4905","GP999002018052306","000000000000000000000000000000000000000000100000000000000000000000000000","U","L","Full","Zigzag","Absent"
"4906","GP999002018052315","000000000000000000000000000000000000000000100000000000000000000000000000","F","A","Damaged","Zigzag","Absent"
"4907","GP999002018052316","000000000000000000000000000000000000000000100000000000000000000000010000","F","A","Full","Zigzag","Absent"
"4908","GP999002018052329","000000000000000000000000000000000000000000100000000000000000000000000000","F","A","Damaged","Zigzag","Absent"
"4909","GP999002018052332","000000000000000000000000000000000000000000100000000000000000000000000000","U","L","Damaged","Zigzag","Absent"
"4910","GP999002018052338","000000000000000000000000000000000000000000100000000000000000000000000000","U","L","Damaged","Zigzag","Absent"
"4911","GP999002018052345","000000000000000000000000000000000000000000100000000000000000000000000000","U","L","Damaged","Zigzag","Absent"
"4912","GP999002018052347","000000000000000000000000000000000000000000100000000000100010000000000000","U","L","Full","Zigzag","Absent"
"4913","GP999002018052370","000000000000000000000000000000000000000000100000000000000000000000000000","U","L","Full","Zigzag","Absent"
"4914","GP999002018052371","000000000000000000000000000000000000000000100000000000000000000000000000","M","A","Full","Zigzag","Absent"
"4915","GP999002018052375","000000000000000000000000000000000000000000100000000000000000000000000000","U","L","Damaged","Zigzag","Absent"
"4916","GP999002018052379","000000000000000000000000000000000000000000100000000000000000000000000000","U","L","Damaged","Zigzag","Absent"
"4917","GP999002018052385","000000000000000000000000000000000000000000110000000000000000000000000000","U","L","Full","Zigzag","Absent"
"4918","GP999002018052310","000000000000000000000000000000000000000000010000000000000000000000000000","U","L","Damaged","Zigzag","Absent"
"4919","GP999002018052319","000000000000000000000000000000000000000000010000000000000000000000000000","U","L","Damaged","Zigzag","Absent"
"4920","GP999002018052328","000000000000000000000000000000000000000000010000000000000000000000000000","U","M","Damaged","Zigzag","Absent"
"4921","GP999002018052349","000000000000000000000000000000000000000000010000000000000000000000000000","F","A","Full","Zigzag","Absent"
"4922","GP999002018052352","000000000000000000000000000000000000000000010000000000000000000000000000","U","L","Full","Zigzag","Absent"
"4923","GP999002018052377","000000000000000000000000000000000000000000011000000000000000000000000000","F","A","Full","Zigzag","Absent"
"4924","GP999002018052392","000000000000000000000000000000000000000000010000000000000000000000000000","U","L","Damaged","Zigzag","Absent"
"4925","GP999002018052397","000000000000000000000000000000000000000000010000000000000000000000000000","F","A","Full","Zigzag","Absent"
"4926","GP999002018052605","000000000000000000000000000000000000000000001000000000000000000000000000","U","L","Damaged","Zigzag","Absent"
"4927","GP999002018052610","000000000000000000000000000000000000000000001000000000000000000000000000","U","L","Full","Zigzag","Absent"
"4928","GP999002018052624","000000000000000000000000000000000000000000001000000000000000000000000000","U","L","Damaged","Zigzag","Absent"
"4929","GP999002018052645","000000000000000000000000000000000000000000001000000000000000000000000000","U","L","Damaged","Zigzag","Absent"
"4930","GP999002018052654","000000000000000000000000000000000000000000001000000000000000000000000000","U","L","Full","Zigzag","Absent"
"4931","GP999002018052659","000000000000000000000000000000000000000000001000000000000000000000000000","U","L","Damaged","Zigzag","Absent"
"4932","GP999002018052665","000000000000000000000000000000000000000000001000000000000000000000000000","M","A","Damaged","Zigzag","Absent"
"4933","GP999002018052672","000000000000000000000000000000000000000000001001000000000000000000000000","U","L","Full","Zigzag","Absent"
"4934","GP999002018052684","000000000000000000000000000000000000000000001000000000000000000000000000","U","L","Damaged","Zigzag","Absent"
"4935","GP999002018052691","000000000000000000000000000000000000000000001000000000000000000000000000","U","L","Full","Zigzag","Absent"
"4936","GP999002018052818","000000000000000000000000000000000000000000001000000000000000000000000000","M","A","Full","Zigzag","Absent"
"4937","GP999002018052405","000000000000000000000000000000000000000000000110000000000000000000000000","U","L","Full","Zigzag","Absent"
"4938","GP999002018052406","000000000000000000000000000000000000000000000100000000000000000000000000","U","L","Full","Zigzag","Absent"
"4939","GP999002018052424","000000000000000000000000000000000000000000000100000000000100000000000000","M","A","Full","Zigzag","Absent"
"4940","GP999002018052435","000000000000000000000000000000000000000000000100000000000000000000000000","U","L","Damaged","Zigzag","Absent"
"4941","GP999002018052439","000000000000000000000000000000000000000000000100000000000000000000000000","U","L","Full","Zigzag","Absent"
"4942","GP999002018052445","000000000000000000000000000000000000000000000100000000000000000000000000","U","L","Damaged","Zigzag","Absent"
"4943","GP999002018052455","000000000000000000000000000000000000000000000100000000000000000000000000","U","L","Full","Zigzag","Absent"
"4944","GP999002018052467","000000000000000000000000000000000000000000000100000000000000000000000000","U","L","Full","Zigzag","Absent"
"4945","GP999002018052477","000000000000000000000000000000000000000000000100000000000000000000000000","U","L","Damaged","Zigzag","Absent"
"4946","GP999002018052482","000000000000000000000000000000000000000000000100001000000000000000000000","U","L","Full","Zigzag","Absent"
"4947","GP999002018052402","000000000000000000000000000000000000000000000010000000000000000000000000","U","L","Full","Zigzag","Absent"
"4948","GP999002018052413","000000000000000000000000000000000000000000000010100000000000010000000000","U","M","Full","Zigzag","Absent"
"4949","GP999002018052426","000000000000000000000000000000000000000000000010000000000000000000000000","U","L","Damaged","Zigzag","Absent"
"4950","GP999002018052431","000000000000000000000000000000000000000000000010000000000000000000000000","U","L","Full","Zigzag","Absent"
"4951","GP999002018052440","000000000000000000000000000000000000000000000010000000000000000000000000","U","L","Full","Zigzag","Absent"
"4952","GP999002018052451","000000000000000000000000000000000000000000000010000000000000000000000000","U","L","Damaged","Zigzag","Absent"
"4953","GP999002018052454","000000000000000000000000000000000000000000000011000000000000000000000000","U","L","Full","Zigzag","Absent"
"4954","GP999002018052456","000000000000000000000000000000000000000000000010010000000000000000000000","U","L","Full","Zigzag","Absent"
"4955","GP999002018052470","000000000000000000000000000000000000000000000010000000000000000100000001","F","A","Full","Zigzag","Absent"
"4956","GP999002018052476","000000000000000000000000000000000000000000000010000000000000000000000000","U","L","Full","Zigzag","Absent"
"4957","GP999002018052484","000000000000000000000000000000000000000000000010000000000000000000000000","U","L","Damaged","Zigzag","Absent"
"4958","GP999002018052101","000000000000000000000000000000000000000000000001000000000000000000000000","U","L","Full","Zigzag","Absent"
"4959","GP999002018052103","000000000000000000000000000000000000000000000001000000000000000000000000","U","L","Damaged","Zigzag","Absent"
"4960","GP999002018052117","000000000000000000000000000000000000000000000001000000000000000000000000","U","L","Damaged","Zigzag","Absent"
"4961","GP999002018052120","000000000000000000000000000000000000000000000001000000000000000000000000","U","L","Damaged","Zigzag","Absent"
"4962","GP999002018052134","000000000000000000000000000000000000000000000001000000010000000000000001","F","A","Damaged","Zigzag","Absent"
"4963","GP999002018052138","000000000000000000000000000000000000000000000001000000000000000000000000","U","L","Full","Zigzag","Absent"
"4964","GP999002018052179","000000000000000000000000000000000000000000000001000000000000000000000000","U","L","Full","Zigzag","Absent"
"4965","GP999002018052183","000000000000000000000000000000000000000000000001000110000000000000000000","U","L","Full","Zigzag","Absent"
"4966","GP999002018052504","000000000000000000000000000000000000000000000000100000000000000000000000","U","L","Damaged","Zigzag","Absent"
"4967","GP999002018052510","000000000000000000000000000000000000000000000000100000000000000000000000","U","L","Damaged","Zigzag","Absent"
"4968","GP999002018052515","000000000000000000000000000000000000000000000000100000000000000000000000","M","A","Damaged","Zigzag","Absent"
"4969","GP999002018052599","000000000000000000000000000000000000000000000000100000000000000000000000","U","L","Full","Zigzag","Absent"
"4970","GP900113001674941","000000000000000000000000000000000000000000000000011000000000000000000000","U","L","Full","Zigzag","Absent"
"4971","GP900113001674945","000000000000000000000000000000000000000000000000010000000000000000000000","U","L","Damaged","Zigzag","Absent"
"4972","GP900113001674951","000000000000000000000000000000000000000000000000010000000000000000000000","U","L","Damaged","Zigzag","Absent"
"4973","GP900113001674965","000000000000000000000000000000000000000000000000010000000000000000000100","M","A","Full","Zigzag","Absent"
"4974","GP900113001674972","000000000000000000000000000000000000000000000000010000000000000000000000","U","L","Full","Zigzag","Absent"
"4975","GP900113001674981","000000000000000000000000000000000000000000000000010000000000000000000000","U","L","Full","Zigzag","Absent"
"4976","GP900113001675000","000000000000000000000000000000000000000000000000011000000000000000000000","U","L","Full","Zigzag","Absent"
"4977","GP900113001674910","000000000000000000000000000000000000000000000000001000000000000000000000","U","L","Damaged","Zigzag","Absent"
"4978","GP900113001674928","000000000000000000000000000000000000000000000000001000000000000000000000","U","L","Full","Zigzag","Absent"
"4979","GP900113001674934","000000000000000000000000000000000000000000000000001000000000000000000000","U","L","Damaged","Zigzag","Absent"
"4980","GP900113001674944","000000000000000000000000000000000000000000000000001000000000000000000000","U","L","Full","Zigzag","Absent"
"4981","GP900113001674970","000000000000000000000000000000000000000000000000001000000000000000000000","U","L","Damaged","Zigzag","Absent"
"4982","GP900113001674992","000000000000000000000000000000000000000000000000001000000000000000000000","U","L","Full","Zigzag","Absent"
"4983","GP900113001674802","000000000000000000000000000000000000000000000000000110000000000000000000","U","L","Full","Zigzag","Absent"
"4984","GP900113001674806","000000000000000000000000000000000000000000000000000100000000000000000000","U","L","Damaged","Zigzag","Absent"
"4985","GP900113001674807","000000000000000000000000000000000000000000000000000100000000000000000000","U","L","Damaged","Zigzag","Absent"
"4986","GP900113001674815","000000000000000000000000000000000000000000000000000100000000000000000000","U","L","Full","Zigzag","Absent"
"4987","GP900113001674818","000000000000000000000000000000000000000000000000000100000000000000000000","U","L","Damaged","Zigzag","Absent"
"4988","GP900113001674820","000000000000000000000000000000000000000000000000000100000000000000000000","U","L","Damaged","Zigzag","Absent"
"4989","GP900113001674833","000000000000000000000000000000000000000000000000000100000000000000000000","U","L","Full","Zigzag","Absent"
"4990","GP900113001674841","000000000000000000000000000000000000000000000000000100000110000000000000","U","L","Full","Zigzag","Absent"
"4991","GP900113001674849","000000000000000000000000000000000000000000000000000100000001000000000100","F","A","Full","Zigzag","Absent"
"4992","GP900113001674853","000000000000000000000000000000000000000000000000000100000000000000000000","M","A","Full","Zigzag","Absent"
"4993","GP900113001674855","000000000000000000000000000000000000000000000000000100000000000000000000","M","A","Full","Zigzag","Absent"
"4994","GP900113001674856","000000000000000000000000000000000000000000000000000110000000000000000000","U","L","Full","Zigzag","Absent"
"4995","GP900113001674857","000000000000000000000000000000000000000000000000000100010000000000000000","U","L","Full","Zigzag","Absent"
"4996","GP900113001674861","000000000000000000000000000000000000000000000000000100000000000000000000","F","A","Full","Zigzag","Absent"
"4997","GP900113001674864","000000000000000000000000000000000000000000000000000100000000000000000000","U","M","Full","Zigzag","Absent"
"4998","GP900113001674873","000000000000000000000000000000000000000000000000000110000000000000000000","U","L","Full","Zigzag","Absent"
"4999","GP900113001674875","000000000000000000000000000000000000000000000000000100000000000000000100","U","L","Full","Zigzag","Absent"
"5000","GP900113001674877","000000000000000000000000000000000000000000000000000100000000000000000000","U","L","Full","Zigzag","Absent"
"5001","GP900113001674878","000000000000000000000000000000000000000000000000000100000000000000000000","U","L","Damaged","Zigzag","Absent"
"5002","GP900113001674881","000000000000000000000000000000000000000000000000000100000000000000000000","U","L","Damaged","Zigzag","Absent"
"5003","GP900113001674891","000000000000000000000000000000000000000000000000000100000000000000000000","U","L","Damaged","Zigzag","Absent"
"5004","GP900113001674892","000000000000000000000000000000000000000000000000000100000000000000000000","U","L","Full","Zigzag","Absent"
"5005","GP900113001674897","000000000000000000000000000000000000000000000000000100000000000000000000","F","A","Damaged","Zigzag","Absent"
"5006","GP900113001674899","000000000000000000000000000000000000000000000000000100000000000000000100","F","A","Full","Zigzag","Absent"
"5007","GP900113001674800","000000000000000000000000000000000000000000000000000010000000000000000000","U","L","Full","Zigzag","Absent"
"5008","GP900113001674803","000000000000000000000000000000000000000000000000000010000000000000000000","U","L","Damaged","Zigzag","Absent"
"5009","GP900113001674805","000000000000000000000000000000000000000000000000000010000000000000000000","U","L","Full","Zigzag","Absent"
"5010","GP900113001674810","000000000000000000000000000000000000000000000000000011000000000000000000","U","L","Full","Zigzag","Absent"
"5011","GP900113001674823","000000000000000000000000000000000000000000000000000010000000000000000000","U","L","Damaged","Zigzag","Absent"
"5012","GP900113001674824","000000000000000000000000000000000000000000000000000010000000000000000000","U","L","Full","Zigzag","Absent"
"5013","GP900113001674840","000000000000000000000000000000000000000000000000000010000000000000000000","F","A","Damaged","Zigzag","Absent"
"5014","GP900113001674842","000000000000000000000000000000000000000000000000000010000000000000000000","U","L","Full","Zigzag","Absent"
"5015","GP900113001674888","000000000000000000000000000000000000000000000000000010000000000000000000","U","L","Full","Zigzag","Absent"
"5016","GP900113001674894","000000000000000000000000000000000000000000000000000010000000000000000000","U","L","Damaged","Zigzag","Absent"
"5017","GP900113001674642","000000000000000000000000000000000000000000000000000001000000000000000000","U","L","Damaged","Zigzag","Absent"
"5018","GP900113001674646","000000000000000000000000000000000000000000000000000001000000000000100000","U","L","Full","Zigzag","Absent"
"5019","GP900113001674652","000000000000000000000000000000000000000000000000000001000000000000000000","U","L","Damaged","Zigzag","Absent"
"5020","GP900113001674657","000000000000000000000000000000000000000000000000000001000000000000000000","M","A","Damaged","Zigzag","Absent"
"5021","GP900113001674659","000000000000000000000000000000000000000000000000000001000000000000000000","U","L","Damaged","Zigzag","Absent"
"5022","GP900113001674662","000000000000000000000000000000000000000000000000000001000000000000000000","U","L","Damaged","Zigzag","Absent"
"5023","GP900113001674670","000000000000000000000000000000000000000000000000000001000000000000000000","U","L","Full","Zigzag","Absent"
"5024","GP900113001674672","000000000000000000000000000000000000000000000000000001000000100000000000","U","L","Full","Zigzag","Absent"
"5025","GP900113001674677","000000000000000000000000000000000000000000000000000001001000000000000000","U","L","Full","Zigzag","Absent"
"5026","GP900113001674680","000000000000000000000000000000000000000000000000000001000000000000000000","U","L","Damaged","Zigzag","Absent"
"5027","GP900113001674681","000000000000000000000000000000000000000000000000000001000000000000000000","U","L","Damaged","Zigzag","Absent"
"5028","GP900113001674504","000000000000000000000000000000000000000000000000000000100000000000000000","F","A","Damaged","Zigzag","Absent"
"5029","GP900113001674506","000000000000000000000000000000000000000000000000000000100000000000000000","M","A","Full","Zigzag","Absent"
"5030","GP900113001674507","000000000000000000000000000000000000000000000000000000100000000000000000","M","A","Damaged","Zigzag","Absent"
"5031","GP900113001674531","000000000000000000000000000000000000000000000000000000101000000000000000","U","L","Full","Zigzag","Absent"
"5032","GP900113001674558","000000000000000000000000000000000000000000000000000000110000000000000000","U","L","Full","Zigzag","Absent"
"5033","GP900113001674561","000000000000000000000000000000000000000000000000000000100000000000000000","U","L","Damaged","Zigzag","Absent"
"5034","GP900113001674578","000000000000000000000000000000000000000000000000000000100000000000000000","F","A","Damaged","Zigzag","Absent"
"5035","GP900113001674581","000000000000000000000000000000000000000000000000000000100000000000000000","U","L","Damaged","Zigzag","Absent"
"5036","GP900113001674592","000000000000000000000000000000000000000000000000000000100000000000000000","U","L","Damaged","Zigzag","Absent"
"5037","GP900113001674598","000000000000000000000000000000000000000000000000000000100000000000000000","U","L","Damaged","Zigzag","Absent"
"5038","GP900113001674604","000000000000000000000000000000000000000000000000000000100000000000000000","M","A","Damaged","Zigzag","Absent"
"5039","GP900113001674605","000000000000000000000000000000000000000000000000000000100000000000000000","U","L","Damaged","Zigzag","Absent"
"5040","GP900113001674608","000000000000000000000000000000000000000000000000000000100000000000000000","U","L","Full","Zigzag","Absent"
"5041","GP900113001674618","000000000000000000000000000000000000000000000000000000100000000000000000","U","L","Damaged","Zigzag","Absent"
"5042","GP900113001674622","000000000000000000000000000000000000000000000000000000100000000000000000","F","A","Damaged","Zigzag","Absent"
"5043","GP900113001674625","000000000000000000000000000000000000000000000000000000100000000000000000","U","L","Damaged","Zigzag","Absent"
"5044","GP900113001674635","000000000000000000000000000000000000000000000000000000100000000000000000","U","L","Damaged","Zigzag","Absent"
"5045","GP900113001674645","000000000000000000000000000000000000000000000000000000110000000000000000","M","A","Full","Zigzag","Absent"
"5046","GP900113001674650","000000000000000000000000000000000000000000000000000000100000000000000000","U","L","Damaged","Zigzag","Absent"
"5047","GP900113001674654","000000000000000000000000000000000000000000000000000000100000000000000000","U","L","Damaged","Zigzag","Absent"
"5048","GP900113001674655","000000000000000000000000000000000000000000000000000000100000000000000000","U","L","Full","Zigzag","Absent"
"5049","GP900113001674661","000000000000000000000000000000000000000000000000000000100000000000000000","U","L","Damaged","Zigzag","Absent"
"5050","GP900113001674666","000000000000000000000000000000000000000000000000000000100000000000000000","U","L","Full","Zigzag","Absent"
"5051","GP900113001674667","000000000000000000000000000000000000000000000000000000100000000000000000","U","L","Damaged","Zigzag","Absent"
"5052","GP900113001674671","000000000000000000000000000000000000000000000000000000100000000000000000","U","L","Damaged","Zigzag","Absent"
"5053","GP900113001674674","000000000000000000000000000000000000000000000000000000110000000100000000","U","L","Full","Zigzag","Absent"
"5054","GP900113001674682","000000000000000000000000000000000000000000000000000000100000000000000000","M","A","Damaged","Zigzag","Absent"
"5055","GP900113001674687","000000000000000000000000000000000000000000000000000000100000000000000000","U","L","Damaged","Zigzag","Absent"
"5056","GP900113001674692","000000000000000000000000000000000000000000000000000000101000000000000000","M","A","Full","Zigzag","Absent"
"5057","GP900113001674696","000000000000000000000000000000000000000000000000000000100000000010000000","F","A","Full","Zigzag","Absent"
"5058","GP900113001674284","000000000000000000000000000000000000000000000000000000010000000000000000","U","L","Full","Zigzag","Absent"
"5059","GP900113001674502","000000000000000000000000000000000000000000000000000000011000000000000000","M","A","Full","Zigzag","Absent"
"5060","GP900113001674508","000000000000000000000000000000000000000000000000000000010000000000000000","F","A","Full","Zigzag","Absent"
"5061","GP900113001674511","000000000000000000000000000000000000000000000000000000010000000000000000","U","L","Damaged","Zigzag","Absent"
"5062","GP900113001674513","000000000000000000000000000000000000000000000000000000010000000000000000","U","L","Full","Zigzag","Absent"
"5063","GP900113001674517","000000000000000000000000000000000000000000000000000000010000000000000000","F","A","Damaged","Zigzag","Absent"
"5064","GP900113001674518","000000000000000000000000000000000000000000000000000000010000000000000000","U","A","Full","Zigzag","Absent"
"5065","GP900113001674523","000000000000000000000000000000000000000000000000000000010000000000000000","U","L","Damaged","Zigzag","Absent"
"5066","GP900113001674524","000000000000000000000000000000000000000000000000000000010000000000000000","M","A","Damaged","Zigzag","Absent"
"5067","GP900113001674525","000000000000000000000000000000000000000000000000000000010000100000000000","U","L","Full","Zigzag","Absent"
